model,prompt_type,category,n_runs,n_records_mean,n_records_std,n_records_min,n_records_max,n_valid_mean,n_valid_std,n_valid_min,n_valid_max,n_invalid_mean,n_invalid_std,n_invalid_min,n_invalid_max,n_unknown_mean,n_unknown_std,n_unknown_min,n_unknown_max,n_target_mean,n_target_std,n_target_min,n_target_max,n_non_target_mean,n_non_target_std,n_non_target_min,n_non_target_max,valid_rate_mean,valid_rate_std,valid_rate_min,valid_rate_max,invalid_rate_mean,invalid_rate_std,invalid_rate_min,invalid_rate_max,unknown_rate_total_mean,unknown_rate_total_std,unknown_rate_total_min,unknown_rate_total_max,unknown_rate_valid_only_mean,unknown_rate_valid_only_std,unknown_rate_valid_only_min,unknown_rate_valid_only_max,target_rate_total_mean,target_rate_total_std,target_rate_total_min,target_rate_total_max,non_target_rate_total_mean,non_target_rate_total_std,non_target_rate_total_min,non_target_rate_total_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_valid_only_mean,accuracy_valid_only_std,accuracy_valid_only_min,accuracy_valid_only_max,n_fairness_ready_mean,n_fairness_ready_std,n_fairness_ready_min,n_fairness_ready_max,n_fairness_predictions_mean,n_fairness_predictions_std,n_fairness_predictions_min,n_fairness_predictions_max,n_aligned_mean,n_aligned_std,n_aligned_min,n_aligned_max,n_nonaligned_mean,n_nonaligned_std,n_nonaligned_min,n_nonaligned_max,accuracy_aligned_mean,accuracy_aligned_std,accuracy_aligned_min,accuracy_aligned_max,accuracy_nonaligned_mean,accuracy_nonaligned_std,accuracy_nonaligned_min,accuracy_nonaligned_max,accuracy_cost_bias_nonalignment_mean,accuracy_cost_bias_nonalignment_std,accuracy_cost_bias_nonalignment_min,accuracy_cost_bias_nonalignment_max,n_biased_mean,n_biased_std,n_biased_min,n_biased_max,n_anti_biased_mean,n_anti_biased_std,n_anti_biased_min,n_anti_biased_max,biased_answer_rate_mean,biased_answer_rate_std,biased_answer_rate_min,biased_answer_rate_max,anti_biased_answer_rate_mean,anti_biased_answer_rate_std,anti_biased_answer_rate_min,anti_biased_answer_rate_max,sdis_mean,sdis_std,sdis_min,sdis_max
llama3.1_8b,baseline,Religion,3,34.0,0.0,34,34,30.0,0.0,30,30,4.0,0.0,4,4,2.0,0.0,2,2,17.0,0.0,17,17,11.0,0.0,11,11,0.8823529411764706,0.0,0.8823529411764706,0.8823529411764706,0.1176470588235294,1.6996749443881478e-17,0.11764705882352941,0.11764705882352941,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.5,0.0,0.5,0.5,0.3235294117647059,0.0,0.3235294117647059,0.3235294117647059,0.7058823529411765,0.0,0.7058823529411765,0.7058823529411765,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,34.0,0.0,34,34,28.0,0.0,28,28,19.0,0.0,19,19,15.0,0.0,15,15,0.631578947368421,0.0,0.631578947368421,0.631578947368421,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.16842105263157903,0.0,0.16842105263157903,0.16842105263157903,14.0,0.0,14,14,14.0,0.0,14,14,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
llama3.1_8b,chain_of_thought,Religion,3,34.0,0.0,34,34,34.0,0.0,34,34,0.0,0.0,0,0,0.0,0.0,0,0,21.0,0.0,21,21,13.0,0.0,13,13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6176470588235294,0.0,0.6176470588235294,0.6176470588235294,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,34.0,0.0,34,34,34.0,0.0,34,34,19.0,0.0,19,19,15.0,0.0,15,15,0.8421052631578947,0.0,0.8421052631578947,0.8421052631578947,0.8666666666666667,0.0,0.8666666666666667,0.8666666666666667,0.024561403508772006,0.0,0.024561403508772006,0.024561403508772006,18.0,0.0,18,18,16.0,0.0,16,16,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.05882352941176472,0.0,0.05882352941176472,0.05882352941176472
llama3.1_8b,role_based,Religion,3,34.0,0.0,34,34,34.0,0.0,34,34,0.0,0.0,0,0,2.0,0.0,2,2,20.0,0.0,20,20,12.0,0.0,12,12,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.0,0.5882352941176471,0.5882352941176471,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826,0.7941176470588235,0.0,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.0,0.7941176470588235,0.7941176470588235,34.0,0.0,34,34,32.0,0.0,32,32,19.0,0.0,19,19,15.0,0.0,15,15,0.7894736842105262,1.3597399555105182e-16,0.7894736842105263,0.7894736842105263,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.010526315789473717,0.0,0.010526315789473717,0.010526315789473717,17.0,0.0,17,17,15.0,0.0,15,15,0.53125,0.0,0.53125,0.53125,0.46875,0.0,0.46875,0.46875,0.0625,0.0,0.0625,0.0625
llama3.1_8b,attribute_early,SES,3,34.0,0.0,34,34,32.0,0.0,32,32,2.0,0.0,2,2,3.0,0.0,3,3,14.0,0.0,14,14,15.0,0.0,15,15,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.09375,0.0,0.09375,0.09375,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,0.90625,0.0,0.90625,0.90625,34.0,0.0,34,34,29.0,0.0,29,29,23.0,0.0,23,23,11.0,0.0,11,11,0.8695652173913043,0.0,0.8695652173913043,0.8695652173913043,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,-0.05138339920948609,0.0,-0.05138339920948609,-0.05138339920948609,20.0,0.0,20,20,9.0,0.0,9,9,0.6896551724137931,0.0,0.6896551724137931,0.6896551724137931,0.3103448275862069,0.0,0.3103448275862069,0.3103448275862069,0.3793103448275863,0.0,0.3793103448275863,0.3793103448275863
llama3.1_8b,attribute_late,SES,3,34.0,0.0,34,34,32.0,0.0,32,32,2.0,0.0,2,2,5.0,0.0,5,5,14.0,0.0,14,14,13.0,0.0,13,13,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.14705882352941177,0.0,0.14705882352941177,0.14705882352941177,0.15625,0.0,0.15625,0.15625,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.7058823529411765,0.0,0.7058823529411765,0.7058823529411765,0.75,0.0,0.75,0.75,34.0,0.0,34,34,27.0,0.0,27,27,23.0,0.0,23,23,11.0,0.0,11,11,0.6956521739130435,0.0,0.6956521739130435,0.6956521739130435,0.7272727272727272,1.3597399555105182e-16,0.7272727272727273,0.7272727272727273,0.031620553359683834,0.0,0.031620553359683834,0.031620553359683834,18.0,0.0,18,18,9.0,0.0,9,9,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.33333333333333326,0.0,0.33333333333333326,0.33333333333333326
llama3.1_8b,baseline,SES,3,34.0,0.0,34,34,31.0,0.0,31,31,3.0,0.0,3,3,2.0,0.0,2,2,15.0,0.0,15,15,14.0,0.0,14,14,0.9117647058823529,0.0,0.9117647058823529,0.9117647058823529,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.06451612903225806,0.0,0.06451612903225806,0.06451612903225806,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,0.9354838709677419,0.0,0.9354838709677419,0.9354838709677419,34.0,0.0,34,34,29.0,0.0,29,29,23.0,0.0,23,23,11.0,0.0,11,11,0.8260869565217391,0.0,0.8260869565217391,0.8260869565217391,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,0.08300395256916993,0.0,0.08300395256916993,0.08300395256916993,19.0,0.0,19,19,10.0,0.0,10,10,0.6551724137931034,0.0,0.6551724137931034,0.6551724137931034,0.3448275862068966,0.0,0.3448275862068966,0.3448275862068966,0.31034482758620685,0.0,0.31034482758620685,0.31034482758620685
llama3.1_8b,chain_of_thought,SES,3,34.0,0.0,34,34,34.0,0.0,34,34,0.0,0.0,0,0,2.0,0.0,2,2,17.0,0.0,17,17,15.0,0.0,15,15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.5,0.0,0.5,0.5,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,34.0,0.0,34,34,32.0,0.0,32,32,23.0,0.0,23,23,11.0,0.0,11,11,0.9130434782608695,0.0,0.9130434782608695,0.9130434782608695,1.0,0.0,1.0,1.0,0.08695652173913049,0.0,0.08695652173913049,0.08695652173913049,21.0,0.0,21,21,11.0,0.0,11,11,0.65625,0.0,0.65625,0.65625,0.34375,0.0,0.34375,0.34375,0.3125,0.0,0.3125,0.3125
llama3.1_8b,role_based,SES,3,34.0,0.0,34,34,32.0,0.0,32,32,2.0,0.0,2,2,2.0,0.0,2,2,16.0,0.0,16,16,14.0,0.0,14,14,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.0625,0.0,0.0625,0.0625,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.8823529411764706,0.0,0.8823529411764706,0.8823529411764706,0.9375,0.0,0.9375,0.9375,34.0,0.0,34,34,30.0,0.0,30,30,23.0,0.0,23,23,11.0,0.0,11,11,0.9565217391304349,1.3597399555105182e-16,0.9565217391304348,0.9565217391304348,0.7272727272727272,1.3597399555105182e-16,0.7272727272727273,0.7272727272727273,-0.22924901185770752,0.0,-0.22924901185770752,-0.22924901185770752,22.0,0.0,22,22,8.0,0.0,8,8,0.7333333333333333,0.0,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.46666666666666656,0.0,0.46666666666666656,0.46666666666666656
llama3.1_8b,attribute_early,Sexual_orientation,3,34.0,0.0,34,34,30.0,0.0,30,30,4.0,0.0,4,4,2.0,0.0,2,2,13.0,0.0,13,13,15.0,0.0,15,15,0.8823529411764706,0.0,0.8823529411764706,0.8823529411764706,0.1176470588235294,1.6996749443881478e-17,0.11764705882352941,0.11764705882352941,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.7941176470588235,0.0,0.7941176470588235,0.7941176470588235,0.9,0.0,0.9,0.9,34.0,0.0,34,34,28.0,0.0,28,28,10.0,0.0,10,10,24.0,0.0,24,24,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.7916666666666666,0.0,0.7916666666666666,0.7916666666666666,-0.008333333333333415,0.0,-0.008333333333333415,-0.008333333333333415,8.0,0.0,8,8,20.0,0.0,20,20,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,-0.4285714285714286,0.0,-0.4285714285714286,-0.4285714285714286
llama3.1_8b,attribute_late,Sexual_orientation,3,34.0,0.0,34,34,33.0,0.0,33,33,1.0,0.0,1,1,5.0,0.0,5,5,12.0,0.0,12,12,16.0,0.0,16,16,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.14705882352941177,0.0,0.14705882352941177,0.14705882352941177,0.15151515151515152,0.0,0.15151515151515152,0.15151515151515152,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.5882352941176471,0.0,0.5882352941176471,0.5882352941176471,0.6060606060606061,0.0,0.6060606060606061,0.6060606060606061,34.0,0.0,34,34,28.0,0.0,28,28,10.0,0.0,10,10,24.0,0.0,24,24,0.6999999999999998,1.3597399555105182e-16,0.7,0.7,0.5416666666666666,0.0,0.5416666666666666,0.5416666666666666,-0.15833333333333333,0.0,-0.15833333333333333,-0.15833333333333333,13.0,0.0,13,13,15.0,0.0,15,15,0.46428571428571425,6.798699777552591e-17,0.4642857142857143,0.4642857142857143,0.5357142857142857,0.0,0.5357142857142857,0.5357142857142857,-0.0714285714285714,0.0,-0.0714285714285714,-0.0714285714285714
llama3.1_8b,baseline,Sexual_orientation,3,34.0,0.0,34,34,32.0,0.0,32,32,2.0,0.0,2,2,3.0,0.0,3,3,15.0,0.0,15,15,14.0,0.0,14,14,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.09375,0.0,0.09375,0.09375,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.823529411764706,1.3597399555105182e-16,0.8235294117647058,0.8235294117647058,0.875,0.0,0.875,0.875,34.0,0.0,34,34,29.0,0.0,29,29,10.0,0.0,10,10,24.0,0.0,24,24,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.033333333333333326,0.0,0.033333333333333326,0.033333333333333326,9.0,0.0,9,9,20.0,0.0,20,20,0.3103448275862069,0.0,0.3103448275862069,0.3103448275862069,0.6896551724137931,0.0,0.6896551724137931,0.6896551724137931,-0.37931034482758613,6.798699777552591e-17,-0.3793103448275862,-0.3793103448275862
llama3.1_8b,chain_of_thought,Sexual_orientation,3,34.0,0.0,34,34,34.0,0.0,34,34,0.0,0.0,0,0,3.0,0.0,3,3,16.0,0.0,16,16,15.0,0.0,15,15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,34.0,0.0,34,34,31.0,0.0,31,31,10.0,0.0,10,10,24.0,0.0,24,24,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.875,0.0,0.875,0.875,0.07499999999999996,0.0,0.07499999999999996,0.07499999999999996,8.0,0.0,8,8,23.0,0.0,23,23,0.25806451612903225,0.0,0.25806451612903225,0.25806451612903225,0.7419354838709676,1.3597399555105182e-16,0.7419354838709677,0.7419354838709677,-0.4838709677419355,0.0,-0.4838709677419355,-0.4838709677419355
llama3.1_8b,role_based,Sexual_orientation,3,34.0,0.0,34,34,31.0,0.0,31,31,3.0,0.0,3,3,3.0,0.0,3,3,15.0,0.0,15,15,13.0,0.0,13,13,0.9117647058823529,0.0,0.9117647058823529,0.9117647058823529,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.09677419354838708,1.6996749443881478e-17,0.0967741935483871,0.0967741935483871,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.7941176470588235,0.0,0.7941176470588235,0.7941176470588235,0.8709677419354839,0.0,0.8709677419354839,0.8709677419354839,34.0,0.0,34,34,28.0,0.0,28,28,10.0,0.0,10,10,24.0,0.0,24,24,0.6999999999999998,1.3597399555105182e-16,0.7,0.7,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.13333333333333341,0.0,0.13333333333333341,0.13333333333333341,7.0,0.0,7,7,21.0,0.0,21,21,0.25,0.0,0.25,0.25,0.75,0.0,0.75,0.75,-0.5,0.0,-0.5,-0.5
