model        , prompt_type     , run, records_total, understood_total, not_understood_total, invalid_check_status_total, valid_ratio       , invalid_ratio        , format_valid_ratio, unknown_over_total_ratio, unknown_over_valid_ratio, accuracy          , accuracy_valid_only, accuracy_aligned  , accuracy_nonaligned, accuracy_cost_bias_nonalignment, non_unknown_valid_predictions_total, aligned_total, nonaligned_total, stereotype_direction_prediction_total, anti_stereotype_direction_prediction_total, stereotype_direction_ratio, anti_stereotype_direction_ratio, sdis                  , biased_errors_total, biased_error_rate_nonaligned, unbiased_success_nonaligned_total, unbiased_success_rate_nonaligned
qwen3_8b     , baseline        ,   6,           594,              587,                    0,                          7, 1.0               , 0.0                  , 0.9882154882154882,     0.08080808080808081 ,     0.08080808080808081 , 0.8855218855218855,  0.8855218855218855, 0.8754208754208754,  0.8956228956228957, 0.02020202020202022            ,                                 546,           297,              297,                                   269,                                        277,        0.4926739926739927 ,             0.5073260073260073 , -0.0146520146520146   ,                   9,         0.03272727272727273 ,                               266,               0.9672727272727273
qwen3_8b     , baseline        ,   7,           594,              588,                    0,                          6, 1.0               , 0.0                  , 0.98989898989899  ,     0.08249158249158249 ,     0.08249158249158249 , 0.8855218855218855,  0.8855218855218855, 0.8720538720538721,  0.898989898989899 , 0.026936026936026924           ,                                 545,           297,              297,                                   268,                                        277,        0.4917431192660551 ,             0.5082568807339449 , -0.016513761467889854 ,                   9,         0.03260869565217391 ,                               267,               0.967391304347826
qwen3_8b     , baseline        ,   8,           594,              590,                    0,                          4, 1.0               , 0.0                  , 0.9932659932659933,     0.07912457912457913 ,     0.07912457912457913 , 0.8888888888888888,  0.8888888888888888, 0.8754208754208754,  0.9023569023569024, 0.026936026936026924           ,                                 547,           297,              297,                                   269,                                        278,        0.49177330895795246,             0.5082266910420475 , -0.01645338208409508  ,                   9,         0.032490974729241874,                               268,               0.9675090252707581
qwen3_8b     , baseline        ,   9,           594,              588,                    0,                          6, 1.0               , 0.0                  , 0.98989898989899  ,     0.08249158249158249 ,     0.08249158249158249 , 0.8855218855218855,  0.8855218855218855, 0.8720538720538721,  0.898989898989899 , 0.026936026936026924           ,                                 545,           297,              297,                                   268,                                        277,        0.4917431192660551 ,             0.5082568807339449 , -0.016513761467889854 ,                   9,         0.03260869565217391 ,                               267,               0.967391304347826
qwen3_8b     , baseline        ,  10,           594,              589,                    0,                          5, 1.0               , 0.0                  , 0.9915824915824916,     0.07912457912457913 ,     0.07912457912457913 , 0.8872053872053872,  0.8872053872053872, 0.8720538720538721,  0.9023569023569024, 0.030303030303030276           ,                                 547,           297,              297,                                   268,                                        279,        0.489945155393053  ,             0.5100548446069469 , -0.020109689213894    ,                   9,         0.032490974729241874,                               268,               0.9675090252707581
qwen3_8b     , chain_of_thought,   1,           594,              589,                    0,                          5, 1.0               , 0.0                  , 0.9915824915824916,     0.04713804713804714 ,     0.04713804713804714 , 0.9242424242424242,  0.9242424242424242, 0.9158249158249159,  0.9326599326599326, 0.01683501683501676            ,                                 566,           297,              297,                                   278,                                        288,        0.4911660777385159 ,             0.508833922261484  , -0.017667844522968212 ,                   6,         0.02120141342756184 ,                               277,               0.9787985865724381
qwen3_8b     , chain_of_thought,   2,           594,              589,                    0,                          5, 0.9983164983164983, 0.0016835016835016834, 0.98989898989899  ,     0.037037037037037035,     0.03709949409780776 , 0.930976430976431 ,  0.9325463743676222, 0.9259259259259259,  0.936026936026936 , 0.010101010101010055           ,                                 571,           297,              297,                                   281,                                        290,        0.4921190893169877 ,             0.5078809106830122 , -0.015761821366024553 ,                   6,         0.02112676056338028 ,                               278,               0.9788732394366197
qwen3_8b     , chain_of_thought,   3,           594,              588,                    0,                          6, 1.0               , 0.0                  , 0.98989898989899  ,     0.04208754208754209 ,     0.04208754208754209 , 0.9242424242424242,  0.9242424242424242, 0.9124579124579124,  0.936026936026936 , 0.023569023569023573           ,                                 569,           297,              297,                                   278,                                        291,        0.48857644991212656,             0.5114235500878734 , -0.02284710017574687  ,                   7,         0.02456140350877193 ,                               278,               0.9754385964912281
qwen3_8b     , chain_of_thought,   4,           594,              590,                    0,                          4, 0.9983164983164983, 0.0016835016835016834, 0.9915824915824916,     0.04208754208754209 ,     0.04215851602023609 , 0.9276094276094277,  0.9291736930860034, 0.9259259259259259,  0.9292929292929293, 0.0033670033670033517          ,                                 568,           297,              297,                                   281,                                        287,        0.49471830985915494,             0.5052816901408451 , -0.010563380281690127 ,                   6,         0.02127659574468085 ,                               276,               0.9787234042553191
qwen3_8b     , chain_of_thought,   5,           594,              585,                    0,                          9, 0.9983164983164983, 0.0016835016835016834, 0.9831649831649831,     0.04713804713804714 ,     0.047217537942664416, 0.9191919191919192,  0.9207419898819561, 0.9191919191919192,  0.9191919191919192, 0.0                            ,                                 565,           297,              297,                                   279,                                        286,        0.49380530973451325,             0.5061946902654867 , -0.012389380530973493 ,                   6,         0.021505376344086023,                               273,               0.978494623655914
qwen3_8b     , chain_of_thought,   6,           594,              589,                    0,                          5, 1.0               , 0.0                  , 0.9915824915824916,     0.045454545454545456,     0.045454545454545456, 0.9242424242424242,  0.9242424242424242, 0.9191919191919192,  0.9292929292929293, 0.010101010101010055           ,                                 567,           297,              297,                                   279,                                        288,        0.49206349206349204,             0.5079365079365079 , -0.015873015873015928 ,                   6,         0.02127659574468085 ,                               276,               0.9787234042553191
qwen3_8b     , chain_of_thought,   7,           594,              590,                    0,                          4, 0.9983164983164983, 0.0016835016835016834, 0.9915824915824916,     0.03872053872053872 ,     0.0387858347386172  , 0.9276094276094277,  0.9291736930860034, 0.9225589225589226,  0.9326599326599326, 0.010101010101010055           ,                                 570,           297,              297,                                   281,                                        289,        0.49298245614035086,             0.5070175438596491 , -0.01403508771929829  ,                   7,         0.02464788732394366 ,                               277,               0.9753521126760564
qwen3_8b     , chain_of_thought,   8,           594,              590,                    0,                          4, 1.0               , 0.0                  , 0.9932659932659933,     0.03872053872053872 ,     0.03872053872053872 , 0.9292929292929293,  0.9292929292929293, 0.9259259259259259,  0.9326599326599326, 0.006734006734006703           ,                                 571,           297,              297,                                   283,                                        288,        0.4956217162872154 ,             0.5043782837127846 , -0.008756567425569184 ,                   8,         0.028070175438596492,                               277,               0.9719298245614035
qwen3_8b     , chain_of_thought,   9,           594,              590,                    0,                          4, 0.9983164983164983, 0.0016835016835016834, 0.9915824915824916,     0.04208754208754209 ,     0.04215851602023609 , 0.9292929292929293,  0.9308600337268128, 0.9225589225589226,  0.936026936026936 , 0.013468013468013407           ,                                 568,           297,              297,                                   279,                                        289,        0.49119718309859156,             0.5088028169014085 , -0.017605633802816878 ,                   5,         0.0176678445229682  ,                               278,               0.9823321554770318
qwen3_8b     , chain_of_thought,  10,           594,              588,                    0,                          6, 1.0               , 0.0                  , 0.98989898989899  ,     0.037037037037037035,     0.037037037037037035, 0.9276094276094277,  0.9276094276094277, 0.9259259259259259,  0.9292929292929293, 0.0033670033670033517          ,                                 572,           297,              297,                                   284,                                        288,        0.4965034965034965 ,             0.5034965034965035 , -0.006993006993006978 ,                   9,         0.031578947368421054,                               276,               0.968421052631579
qwen3_8b     , role_based      ,   1,           594,              585,                    0,                          9, 1.0               , 0.0                  , 0.9848484848484849,     0.11784511784511785 ,     0.11784511784511785 , 0.8434343434343434,  0.8434343434343434, 0.8316498316498316,  0.8552188552188552, 0.023569023569023573           ,                                 524,           297,              297,                                   257,                                        267,        0.4904580152671756 ,             0.5095419847328244 , -0.01908396946564883  ,                  10,         0.03787878787878788 ,                               254,               0.9621212121212122
qwen3_8b     , role_based      ,   2,           594,              583,                    0,                         11, 1.0               , 0.0                  , 0.9814814814814815,     0.12121212121212122 ,     0.12121212121212122 , 0.8400673400673401,  0.8400673400673401, 0.8282828282828283,  0.8518518518518519, 0.023569023569023573           ,                                 522,           297,              297,                                   256,                                        266,        0.4904214559386973 ,             0.5095785440613027 , -0.019157088122605415 ,                  10,         0.03802281368821293 ,                               253,               0.9619771863117871
qwen3_8b     , role_based      ,   3,           594,              581,                    0,                         13, 1.0               , 0.0                  , 0.9781144781144782,     0.11784511784511785 ,     0.11784511784511785 , 0.8434343434343434,  0.8434343434343434, 0.8316498316498316,  0.8552188552188552, 0.023569023569023573           ,                                 524,           297,              297,                                   257,                                        267,        0.4904580152671756 ,             0.5095419847328244 , -0.01908396946564883  ,                  10,         0.03787878787878788 ,                               254,               0.9621212121212122
qwen3_8b     , role_based      ,   4,           594,              584,                    0,                         10, 1.0               , 0.0                  , 0.9831649831649831,     0.11616161616161616 ,     0.11616161616161616 , 0.8468013468013468,  0.8468013468013468, 0.835016835016835 ,  0.8585858585858586, 0.023569023569023573           ,                                 525,           297,              297,                                   258,                                        267,        0.49142857142857144,             0.5085714285714286 , -0.017142857142857126 ,                  10,         0.03773584905660377 ,                               255,               0.9622641509433962
qwen3_8b     , role_based      ,   5,           594,              584,                    0,                         10, 1.0               , 0.0                  , 0.9831649831649831,     0.11616161616161616 ,     0.11616161616161616 , 0.8451178451178452,  0.8451178451178452, 0.835016835016835 ,  0.8552188552188552, 0.02020202020202022            ,                                 525,           297,              297,                                   258,                                        267,        0.49142857142857144,             0.5085714285714286 , -0.017142857142857126 ,                  10,         0.03787878787878788 ,                               254,               0.9621212121212122
qwen3_8b     , role_based      ,   6,           594,              582,                    0,                         12, 1.0               , 0.0                  , 0.9797979797979798,     0.1127946127946128  ,     0.1127946127946128  , 0.8484848484848485,  0.8484848484848485, 0.8383838383838383,  0.8585858585858586, 0.02020202020202022            ,                                 527,           297,              297,                                   259,                                        268,        0.49146110056925996,             0.50853889943074   , -0.017077798861480087 ,                  10,         0.03773584905660377 ,                               255,               0.9622641509433962
qwen3_8b     , role_based      ,   7,           594,              582,                    0,                         12, 1.0               , 0.0                  , 0.9797979797979798,     0.11616161616161616 ,     0.11616161616161616 , 0.8451178451178452,  0.8451178451178452, 0.835016835016835 ,  0.8552188552188552, 0.02020202020202022            ,                                 525,           297,              297,                                   258,                                        267,        0.49142857142857144,             0.5085714285714286 , -0.017142857142857126 ,                  10,         0.03787878787878788 ,                               254,               0.9621212121212122
qwen3_8b     , role_based      ,   8,           594,              583,                    0,                         11, 1.0               , 0.0                  , 0.9814814814814815,     0.11952861952861953 ,     0.11952861952861953 , 0.8417508417508418,  0.8417508417508418, 0.8282828282828283,  0.8552188552188552, 0.026936026936026924           ,                                 523,           297,              297,                                   256,                                        267,        0.4894837476099426 ,             0.5105162523900574 , -0.021032504780114758 ,                  10,         0.03787878787878788 ,                               254,               0.9621212121212122
qwen3_8b     , role_based      ,   9,           594,              582,                    0,                         12, 1.0               , 0.0                  , 0.9797979797979798,     0.11784511784511785 ,     0.11784511784511785 , 0.8451178451178452,  0.8451178451178452, 0.835016835016835 ,  0.8552188552188552, 0.02020202020202022            ,                                 524,           297,              297,                                   258,                                        266,        0.49236641221374045,             0.5076335877862596 , -0.01526717557251911  ,                  10,         0.03787878787878788 ,                               254,               0.9621212121212122
qwen3_8b     , role_based      ,  10,           594,              583,                    0,                         11, 1.0               , 0.0                  , 0.9814814814814815,     0.12121212121212122 ,     0.12121212121212122 , 0.8434343434343434,  0.8434343434343434, 0.8282828282828283,  0.8585858585858586, 0.030303030303030276           ,                                 522,           297,              297,                                   256,                                        266,        0.4904214559386973 ,             0.5095785440613027 , -0.019157088122605415 ,                  10,         0.03773584905660377 ,                               255,               0.9622641509433962
